Fecha,Hora,Place,humedad_suelo,humedad_amb,temperatura
27 02 23,12:37:25,sala,47%,36.90%,23.30C
27 02 23,12:37:25,cuarto,70.71956%,24%,24C
27 02 23,12:37:32,sala,47%,36.90%,23.30C
27 02 23,12:37:32,cuarto,70.71956%,23%,24C
27 02 23,12:37:40,sala,47%,37.00%,23.40C
27 02 23,12:37:40,cuarto,70.32595%,24%,24C
27 02 23,12:37:47,sala,47%,37.00%,23.30C
27 02 23,12:37:47,cuarto,70.32595%,24%,24C
27 02 23,12:37:54,sala,47%,36.90%,23.30C
27 02 23,12:37:54,cuarto,70.76876%,22%,24C
27 02 23,12:38:01,sala,47%,36.90%,23.40C
27 02 23,12:38:01,cuarto,70.32595%,22%,24C
27 02 23,12:38:09,sala,47%,36.80%,23.30C
27 02 23,12:38:09,cuarto,70.57195%,21%,24C
27 02 23,12:38:16,sala,47%,36.90%,23.40C
27 02 23,12:38:16,cuarto,70.76876%,21%,24C
27 02 23,12:38:23,sala,47%,36.70%,23.30C
27 02 23,12:38:23,cuarto,70.57195%,22%,24C
27 02 23,12:38:30,sala,47%,36.70%,23.30C
27 02 23,12:38:30,cuarto,70.57195%,22%,24C
27 02 23,12:38:38,sala,47%,36.70%,23.40C
27 02 23,12:38:38,cuarto,70.27676%,22%,24C
27 02 23,12:38:45,sala,47%,36.70%,23.40C
27 02 23,12:38:45,cuarto,70.17835%,21%,24C
27 02 23,12:38:52,sala,47%,36.70%,23.40C
27 02 23,12:38:52,cuarto,70.42436%,21%,24C
27 02 23,12:39:00,sala,47%,36.60%,23.40C
27 02 23,12:39:00,cuarto,70.42436%,20%,24C
27 02 23,12:39:07,sala,47%,36.60%,23.40C
27 02 23,12:39:07,cuarto,70.71956%,20%,24C
27 02 23,12:39:14,sala,47%,36.50%,23.40C
27 02 23,12:39:14,cuarto,70.71956%,20%,24C
27 02 23,12:39:21,sala,47%,36.20%,23.40C
27 02 23,12:39:21,cuarto,70.52276%,20%,24C
27 02 23,12:39:29,sala,47%,36.10%,23.40C
27 02 23,12:39:29,cuarto,70.47356%,21%,24C
27 02 23,12:39:36,sala,47%,36.20%,23.40C
27 02 23,12:39:36,cuarto,70.17835%,21%,24C
27 02 23,12:39:43,sala,47%,36.00%,23.40C
27 02 23,12:39:43,cuarto,70.86716%,21%,24C
27 02 23,12:39:50,sala,47%,36.20%,23.40C
27 02 23,12:39:50,cuarto,70.57195%,22%,24C
27 02 23,12:39:58,sala,47%,36.20%,23.40C
27 02 23,12:39:58,cuarto,70.71956%,22%,24C
27 02 23,12:40:05,sala,47%,36.20%,23.40C
27 02 23,12:40:05,cuarto,70.17835%,23%,24C
27 02 23,12:40:27,sala,47%,36.40%,23.40C
27 02 23,12:40:27,cuarto,70.57195%,24%,24C
27 02 23,12:40:34,sala,47%,36.50%,23.40C
27 02 23,12:40:34,cuarto,70.47356%,24%,24C
27 02 23,12:40:41,sala,47%,36.50%,23.40C
27 02 23,12:40:41,cuarto,70.62116%,24%,24C
27 02 23,12:40:49,sala,47%,36.30%,23.40C
27 02 23,12:40:49,cuarto,70.91636%,23%,24C
27 02 23,12:40:56,sala,47%,36.30%,23.40C
27 02 23,12:40:56,cuarto,70.76876%,23%,24C
27 02 23,12:41:03,sala,47%,36.20%,23.40C
27 02 23,12:41:03,cuarto,70.62116%,23%,24C
27 02 23,12:41:10,sala,47%,36.10%,23.40C
27 02 23,12:41:10,cuarto,70.67036%,24%,24C
27 02 23,12:41:18,sala,47%,36.10%,23.40C
27 02 23,12:41:18,cuarto,70.67036%,23%,24C
27 02 23,12:41:25,sala,47%,36.20%,23.40C
27 02 23,12:41:25,cuarto,70.17835%,22%,24C
27 02 23,12:41:32,sala,47%,36.20%,23.40C
27 02 23,12:41:32,cuarto,70.52276%,21%,24C
27 02 23,12:41:40,sala,47%,36.20%,23.40C
27 02 23,12:41:40,cuarto,70.57195%,21%,24C
27 02 23,12:41:47,sala,47%,36.20%,23.40C
27 02 23,12:41:47,cuarto,70.47356%,20%,24C
27 02 23,12:41:54,sala,47%,36.00%,23.40C
27 02 23,12:41:54,cuarto,70.76876%,19%,24C
27 02 23,12:42:01,sala,47%,36.00%,23.40C
27 02 23,12:42:01,cuarto,70.27676%,19%,24C
27 02 23,12:42:09,sala,47%,35.90%,23.40C
27 02 23,12:42:09,cuarto,70.07995%,19%,24C
27 02 23,12:42:16,sala,47%,35.90%,23.40C
27 02 23,12:42:16,cuarto,70.67036%,19%,24C
27 02 23,12:42:23,sala,47%,35.90%,23.40C
27 02 23,12:42:23,cuarto,70.81796%,19%,24C
27 02 23,12:42:30,sala,47%,35.90%,23.40C
27 02 23,12:42:30,cuarto,70.17835%,19%,24C
27 02 23,12:42:38,sala,47%,35.90%,23.40C
27 02 23,12:42:38,cuarto,70.57195%,19%,24C
27 02 23,12:42:52,sala,47%,35.90%,23.40C
27 02 23,12:42:52,cuarto,70.52276%,20%,24C
27 02 23,12:43:00,sala,47%,35.80%,23.40C
27 02 23,12:43:00,cuarto,70.67036%,20%,24C
27 02 23,12:43:07,sala,47%,35.80%,23.40C
27 02 23,12:43:07,cuarto,70.76876%,20%,24C
27 02 23,12:43:14,sala,47%,35.80%,23.40C
27 02 23,12:43:14,cuarto,70.47356%,20%,24C
27 02 23,12:43:21,sala,47%,35.80%,23.40C
27 02 23,12:43:21,cuarto,70.27676%,20%,24C
27 02 23,12:43:29,sala,47%,35.90%,23.40C
27 02 23,12:43:29,cuarto,70.67036%,20%,24C
27 02 23,12:43:36,sala,47%,36.00%,23.40C
27 02 23,12:43:36,cuarto,70.37515%,20%,24C
27 02 23,12:43:43,sala,47%,35.90%,23.40C
27 02 23,12:43:43,cuarto,70.27676%,21%,24C
27 02 23,12:43:51,sala,47%,35.90%,23.40C
27 02 23,12:43:51,cuarto,70.52276%,21%,24C
27 02 23,12:43:58,sala,47%,35.90%,23.40C
27 02 23,12:43:58,cuarto,70.57195%,21%,24C
27 02 23,12:44:05,sala,47%,36.00%,23.40C
27 02 23,12:44:05,cuarto,70.47356%,21%,24C
27 02 23,12:44:12,sala,47%,35.90%,23.40C
27 02 23,12:44:12,cuarto,70.52276%,20%,24C
27 02 23,12:44:20,sala,47%,35.90%,23.40C
27 02 23,12:44:20,cuarto,70.57195%,20%,24C
27 02 23,12:44:27,sala,47%,35.80%,23.40C
27 02 23,12:44:27,cuarto,70.71956%,20%,24C
27 02 23,12:44:34,sala,47%,35.80%,23.40C
27 02 23,12:44:34,cuarto,70.17835%,20%,24C
27 02 23,12:44:41,sala,47%,35.60%,23.40C
27 02 23,12:44:41,cuarto,70.12915%,20%,24C
27 02 23,12:44:49,sala,47%,35.50%,23.40C
27 02 23,12:44:49,cuarto,70.27676%,20%,24C
27 02 23,12:44:56,sala,47%,35.50%,23.40C
27 02 23,12:44:56,cuarto,70.67036%,21%,24C
27 02 23,12:45:03,sala,47%,35.50%,23.40C
27 02 23,12:45:03,cuarto,70.32595%,21%,24C
27 02 23,12:45:32,sala,47%,35.10%,23.40C
27 02 23,12:45:32,cuarto,70.17835%,21%,24C
27 02 23,12:45:40,sala,47%,35.00%,23.40C
27 02 23,12:45:40,cuarto,70.17835%,21%,24C
27 02 23,12:45:47,sala,47%,35.00%,23.40C
27 02 23,12:45:47,cuarto,70.67036%,21%,24C
27 02 23,12:45:54,sala,47%,34.90%,23.40C
27 02 23,12:45:54,cuarto,70.47356%,21%,24C
27 02 23,12:46:01,sala,47%,35.00%,23.50C
27 02 23,12:46:01,cuarto,70.37515%,22%,24C
27 02 23,12:46:09,sala,47%,35.00%,23.40C
27 02 23,12:46:09,cuarto,70.27676%,21%,24C
27 02 23,12:46:16,sala,47%,35.00%,23.50C
27 02 23,12:46:16,cuarto,70.27676%,22%,24C
27 02 23,12:46:23,sala,47%,35.00%,23.50C
27 02 23,12:46:23,cuarto,70.62116%,21%,24C
27 02 23,12:46:31,sala,47%,34.90%,23.40C
27 02 23,12:46:31,cuarto,70.47356%,21%,24C
27 02 23,12:46:38,sala,47%,34.90%,23.40C
27 02 23,12:46:38,cuarto,70.32595%,21%,24C
27 02 23,12:46:45,sala,47%,34.90%,23.40C
27 02 23,12:46:45,cuarto,70.12915%,21%,24C
27 02 23,12:46:52,sala,47%,35.00%,23.50C
27 02 23,12:46:52,cuarto,70.71956%,20%,24C
27 02 23,12:47:00,sala,47%,35.10%,23.50C
27 02 23,12:47:00,cuarto,70.52276%,20%,24C
27 02 23,12:47:07,sala,47%,35.00%,23.40C
27 02 23,12:47:07,cuarto,70.57195%,20%,24C
27 02 23,12:47:14,sala,47%,35.20%,23.40C
27 02 23,12:47:14,cuarto,70.47356%,19%,24C
27 02 23,12:47:21,sala,47%,35.50%,23.40C
27 02 23,12:47:21,cuarto,70.17835%,20%,24C
27 02 23,12:47:29,sala,47%,35.30%,23.40C
27 02 23,12:47:29,cuarto,70.52276%,19%,24C
27 02 23,12:47:36,sala,47%,35.20%,23.40C
27 02 23,12:47:36,cuarto,70.57195%,19%,24C
27 02 23,12:47:43,sala,47%,35.30%,23.50C
27 02 23,12:47:43,cuarto,70.62116%,19%,24C
27 02 23,12:47:51,sala,47%,35.20%,23.40C
27 02 23,12:47:51,cuarto,70.22756%,19%,24C
27 02 23,12:47:58,sala,47%,35.10%,23.50C
27 02 23,12:47:58,cuarto,70.17835%,19%,24C
27 02 23,12:48:05,sala,47%,35.10%,23.50C
27 02 23,12:48:05,cuarto,70.17835%,19%,24C
27 02 23,12:48:12,sala,47%,35.20%,23.50C
27 02 23,12:48:12,cuarto,70.27676%,19%,24C
27 02 23,12:48:20,sala,47%,35.20%,23.50C
27 02 23,12:48:20,cuarto,70.47356%,19%,24C
27 02 23,12:48:27,sala,47%,35.10%,23.50C
27 02 23,12:48:27,cuarto,70.07995%,20%,24C
27 02 23,12:48:34,sala,47%,35.00%,23.50C
27 02 23,12:48:34,cuarto,70.07995%,20%,24C
27 02 23,12:48:42,sala,47%,35.00%,23.50C
27 02 23,12:48:42,cuarto,70.32595%,20%,24C
27 02 23,12:48:49,sala,47%,35.00%,23.50C
27 02 23,12:48:49,cuarto,70.27676%,21%,24C
27 02 23,12:48:56,sala,47%,35.00%,23.50C
27 02 23,12:48:56,cuarto,70.47356%,21%,24C
27 02 23,12:49:03,sala,47%,35.10%,23.50C
27 02 23,12:49:03,cuarto,70.32595%,21%,24C
27 02 23,12:49:11,sala,47%,35.20%,23.50C
27 02 23,12:49:11,cuarto,70.67036%,22%,24C
27 02 23,12:49:25,sala,47%,35.20%,23.50C
27 02 23,12:49:25,cuarto,70.12915%,21%,24C
27 02 23,12:49:32,sala,47%,35.30%,23.50C
27 02 23,12:49:32,cuarto,70.81796%,20%,24C
27 02 23,12:49:40,sala,47%,35.30%,23.50C
27 02 23,12:49:40,cuarto,70.32595%,20%,24C
27 02 23,12:49:47,sala,47%,35.30%,23.50C
27 02 23,12:49:47,cuarto,70.62116%,20%,24C
27 02 23,12:49:54,sala,47%,35.40%,23.50C
27 02 23,12:49:54,cuarto,70.71956%,20%,24C
27 02 23,12:50:02,sala,47%,35.60%,23.50C
27 02 23,12:50:02,cuarto,70.47356%,20%,24C
27 02 23,12:50:23,sala,47%,35.60%,23.50C
27 02 23,12:50:23,cuarto,70.12915%,21%,24C
27 02 23,12:50:31,sala,47%,35.50%,23.50C
27 02 23,12:50:31,cuarto,70.47356%,21%,24C
27 02 23,12:50:38,sala,47%,35.50%,23.50C
27 02 23,12:50:38,cuarto,70.81796%,21%,24C
27 02 23,12:50:45,sala,47%,35.40%,23.50C
27 02 23,12:50:45,cuarto,70.52276%,21%,24C
27 02 23,12:50:52,sala,47%,35.40%,23.50C
27 02 23,12:50:52,cuarto,70.52276%,22%,24C
27 02 23,12:51:00,sala,47%,35.50%,23.50C
27 02 23,12:51:00,cuarto,70.52276%,22%,24C
27 02 23,12:51:07,sala,47%,35.60%,23.50C
27 02 23,12:51:07,cuarto,70.47356%,21%,24C
27 02 23,12:51:14,sala,47%,35.50%,23.50C
27 02 23,12:51:14,cuarto,70.37515%,21%,24C
27 02 23,12:51:22,sala,47%,35.40%,23.50C
27 02 23,12:51:22,cuarto,70.32595%,20%,24C
27 02 23,12:51:29,sala,47%,35.40%,23.50C
27 02 23,12:51:29,cuarto,70.86716%,20%,24C
27 02 23,12:51:36,sala,47%,35.40%,23.50C
27 02 23,12:51:36,cuarto,70.17835%,20%,24C
27 02 23,12:51:43,sala,47%,35.40%,23.50C
27 02 23,12:51:43,cuarto,70.27676%,19%,24C
27 02 23,12:51:51,sala,47%,35.40%,23.50C
27 02 23,12:51:51,cuarto,70.47356%,19%,24C
27 02 23,12:51:58,sala,47%,35.40%,23.50C
27 02 23,12:51:58,cuarto,70.67036%,19%,24C
27 02 23,12:52:12,sala,47%,35.20%,23.50C
27 02 23,12:52:12,cuarto,70.47356%,19%,24C
27 02 23,12:52:20,sala,47%,35.30%,23.50C
27 02 23,12:52:20,cuarto,70.57195%,19%,24C
27 02 23,12:52:27,sala,47%,35.30%,23.50C
27 02 23,12:52:27,cuarto,70.47356%,19%,24C
27 02 23,12:52:34,sala,47%,35.30%,23.50C
27 02 23,12:52:34,cuarto,70.52276%,19%,24C
27 02 23,12:52:42,sala,47%,35.30%,23.50C
27 02 23,12:52:42,cuarto,69.93235%,19%,24C
27 02 23,12:52:49,sala,47%,35.40%,23.50C
27 02 23,12:52:49,cuarto,70.12915%,19%,24C
27 02 23,12:52:56,sala,47%,35.40%,23.50C
27 02 23,12:52:56,cuarto,70.12915%,19%,24C
27 02 23,12:53:11,sala,47%,35.40%,23.50C
27 02 23,12:53:11,cuarto,70.32595%,20%,24C
27 02 23,12:53:18,sala,47%,35.40%,23.50C
27 02 23,12:53:18,cuarto,70.76876%,19%,24C
27 02 23,12:53:25,sala,47%,35.40%,23.50C
27 02 23,12:53:25,cuarto,70.67036%,19%,24C
27 02 23,12:53:32,sala,47%,35.40%,23.50C
27 02 23,12:53:32,cuarto,70.07995%,19%,24C
27 02 23,12:53:40,sala,47%,35.40%,23.50C
27 02 23,12:53:40,cuarto,70.03076%,20%,24C
27 02 23,12:53:47,sala,47%,35.50%,23.50C
27 02 23,12:53:47,cuarto,70.17835%,20%,24C
27 02 23,12:53:54,sala,47%,35.50%,23.50C
27 02 23,12:53:54,cuarto,70.07995%,20%,24C
27 02 23,12:54:02,sala,47%,35.50%,23.50C
27 02 23,12:54:02,cuarto,70.27676%,20%,24C
27 02 23,12:54:09,sala,47%,35.50%,23.50C
27 02 23,12:54:09,cuarto,70.76876%,21%,24C
27 02 23,12:54:23,sala,47%,35.50%,23.50C
27 02 23,12:54:23,cuarto,70.17835%,22%,24C
27 02 23,12:54:31,sala,47%,35.80%,23.50C
27 02 23,12:54:31,cuarto,70.22756%,22%,24C
27 02 23,12:54:38,sala,47%,35.80%,23.50C
27 02 23,12:54:38,cuarto,70.52276%,22%,24C
27 02 23,12:54:45,sala,47%,35.80%,23.50C
27 02 23,12:54:45,cuarto,70.37515%,22%,24C
27 02 23,12:54:53,sala,47%,35.80%,23.50C
27 02 23,12:54:53,cuarto,70.07995%,22%,24C
27 02 23,12:55:00,sala,47%,36.00%,23.50C
27 02 23,12:55:00,cuarto,70.71956%,22%,24C
27 02 23,12:55:22,sala,47%,36.00%,23.50C
27 02 23,12:55:22,cuarto,70.47356%,20%,24C
27 02 23,12:55:36,sala,47%,36.00%,23.50C
27 02 23,12:55:36,cuarto,70.37515%,21%,24C
27 02 23,12:55:43,sala,47%,36.20%,23.50C
27 02 23,12:55:43,cuarto,70.57195%,20%,24C
27 02 23,12:55:51,sala,47%,36.10%,23.50C
27 02 23,12:55:51,cuarto,70.57195%,21%,24C
27 02 23,12:55:58,sala,47%,36.00%,23.50C
27 02 23,12:55:58,cuarto,70.57195%,21%,24C
27 02 23,12:56:05,sala,47%,36.00%,23.50C
27 02 23,12:56:05,cuarto,70.52276%,21%,24C
27 02 23,12:56:13,sala,47%,36.10%,23.50C
27 02 23,12:56:13,cuarto,70.12915%,20%,24C
27 02 23,12:56:20,sala,47%,36.00%,23.50C
27 02 23,12:56:20,cuarto,70.07995%,20%,24C
27 02 23,12:56:27,sala,47%,36.00%,23.50C
27 02 23,12:56:27,cuarto,70.47356%,20%,24C
27 02 23,12:56:34,sala,47%,36.00%,23.50C
27 02 23,12:56:34,cuarto,70.57195%,21%,24C
27 02 23,12:56:42,sala,47%,36.10%,23.50C
27 02 23,12:56:42,cuarto,70.32595%,21%,24C
27 02 23,12:56:49,sala,47%,36.10%,23.50C
27 02 23,12:56:49,cuarto,70.47356%,22%,24C
27 02 23,12:56:56,sala,47%,36.30%,23.60C
27 02 23,12:56:56,cuarto,70.32595%,22%,24C
27 02 23,12:57:03,sala,47%,36.10%,23.50C
27 02 23,12:57:03,cuarto,70.22756%,22%,24C
27 02 23,12:57:18,sala,47%,36.10%,23.60C
27 02 23,12:57:18,cuarto,70.57195%,22%,24C
27 02 23,12:57:25,sala,47%,36.10%,23.50C
27 02 23,12:57:25,cuarto,70.37515%,22%,24C
27 02 23,12:57:33,sala,47%,36.00%,23.50C
27 02 23,12:57:33,cuarto,70.81796%,22%,24C
27 02 23,12:57:40,sala,47%,36.10%,23.50C
27 02 23,12:57:40,cuarto,70.27676%,23%,24C
27 02 23,12:57:47,sala,47%,36.10%,23.60C
27 02 23,12:57:47,cuarto,70.67036%,23%,24C
27 02 23,12:57:54,sala,47%,36.00%,23.50C
27 02 23,12:57:54,cuarto,70.47356%,23%,24C
27 02 23,12:58:02,sala,47%,36.00%,23.50C
27 02 23,12:58:02,cuarto,70.62116%,23%,24C
27 02 23,12:58:09,sala,47%,36.00%,23.50C
27 02 23,12:58:09,cuarto,70.71956%,22%,24C
27 02 23,12:58:16,sala,47%,36.00%,23.50C
27 02 23,12:58:16,cuarto,70.76876%,22%,24C
27 02 23,12:58:23,sala,47%,36.00%,23.50C
27 02 23,12:58:23,cuarto,70.17835%,22%,24C
27 02 23,12:58:31,sala,47%,36.00%,23.50C
27 02 23,12:58:31,cuarto,70.22756%,23%,24C
27 02 23,12:58:38,sala,47%,36.10%,23.60C
27 02 23,12:58:38,cuarto,70.27676%,23%,24C
27 02 23,12:58:45,sala,47%,36.10%,23.50C
27 02 23,12:58:45,cuarto,70.37515%,23%,24C
27 02 23,12:58:53,sala,47%,36.20%,23.50C
27 02 23,12:58:53,cuarto,70.27676%,22%,24C
27 02 23,12:59:00,sala,47%,36.10%,23.50C
27 02 23,12:59:00,cuarto,70.52276%,21%,24C
27 02 23,12:59:07,sala,47%,35.90%,23.50C
27 02 23,12:59:07,cuarto,70.57195%,21%,24C
27 02 23,12:59:14,sala,47%,35.80%,23.50C
27 02 23,12:59:14,cuarto,70.07995%,21%,24C
27 02 23,12:59:22,sala,47%,35.80%,23.60C
27 02 23,12:59:22,cuarto,70.37515%,20%,24C
27 02 23,12:59:29,sala,47%,35.80%,23.60C
27 02 23,12:59:29,cuarto,70.71956%,20%,24C
27 02 23,12:59:36,sala,47%,35.70%,23.50C
27 02 23,12:59:36,cuarto,70.76876%,20%,24C
27 02 23,12:59:44,sala,47%,35.70%,23.50C
27 02 23,12:59:44,cuarto,70.37515%,20%,24C
27 02 23,12:59:51,sala,47%,35.70%,23.60C
27 02 23,12:59:51,cuarto,70.52276%,20%,24C
27 02 23,12:59:58,sala,47%,35.70%,23.50C
27 02 23,12:59:58,cuarto,70.27676%,19%,24C
27 02 23,13:00:05,sala,47%,35.60%,23.60C
27 02 23,13:00:05,ar,0796,19%,24C
27 02 23,13:00:13,sala,47%,35.50%,23.50C
27 02 23,13:00:13,cuarto,70.37515%,19%,24C
27 02 23,13:00:20,sala,47%,35.50%,23.50C
27 02 23,13:00:20,cuarto,70.37515%,19%,24C
27 02 23,13:00:34,sala,47%,35.50%,23.50C
27 02 23,13:00:34,cuarto,70.47356%,19%,24C
27 02 23,13:00:42,sala,47%,35.50%,23.60C
27 02 23,13:00:42,cuarto,70.17835%,20%,24C
27 02 23,13:00:49,sala,47%,35.40%,23.50C
27 02 23,13:00:49,cuarto,70.47356%,20%,24C
27 02 23,13:00:56,sala,47%,35.50%,23.60C
27 02 23,13:00:56,cuarto,70.71956%,20%,24C
27 02 23,13:01:04,sala,47%,35.60%,23.50C
27 02 23,13:01:04,cuarto,70.27676%,19%,24C
27 02 23,13:01:11,sala,47%,35.60%,23.50C
27 02 23,13:01:11,cuarto,70.57195%,19%,24C
27 02 23,13:01:18,sala,47%,35.70%,23.60C
27 02 23,13:01:18,cuarto,70.76876%,19%,24C
27 02 23,13:01:25,sala,47%,35.70%,23.50C
27 02 23,13:01:25,cuarto,70.27676%,18%,24C
27 02 23,13:01:33,sala,47%,35.90%,23.60C
27 02 23,13:01:33,cuarto,70.81796%,18%,24C
27 02 23,13:01:40,sala,47%,35.40%,23.60C
27 02 23,13:01:40,cuarto,70.52276%,18%,24C
27 02 23,13:01:47,sala,47%,35.30%,23.60C
27 02 23,13:01:47,cuarto,70.32595%,18%,24C
27 02 23,13:01:54,sala,47%,35.10%,23.60C
27 02 23,13:01:54,cuarto,70.32595%,18%,24C
27 02 23,13:02:02,sala,47%,35.10%,23.60C
27 02 23,13:02:02,cuarto,70.17835%,18%,24C
27 02 23,13:02:09,sala,47%,35.10%,23.60C
27 02 23,13:02:09,cuarto,70.47356%,18%,24C
27 02 23,13:02:16,sala,47%,35.00%,23.60C
27 02 23,13:02:16,cuarto,70.57195%,18%,24C
27 02 23,13:02:24,sala,47%,35.00%,23.60C
27 02 23,13:02:24,cuarto,70.27676%,19%,24C
27 02 23,13:02:31,sala,47%,34.80%,23.70C
27 02 23,13:02:31,cuarto,70.67036%,19%,24C
27 02 23,13:02:38,sala,47%,34.70%,23.60C
27 02 23,13:02:38,cuarto,70.57195%,19%,24C
27 02 23,13:02:45,sala,47%,34.60%,23.70C
27 02 23,13:02:45,cuarto,69.98155%,19%,24C
27 02 23,13:02:53,sala,47%,34.60%,23.60C
27 02 23,13:02:53,cuarto,70.12915%,20%,24C
27 02 23,13:03:00,sala,47%,34.70%,23.70C
27 02 23,13:03:00,cuarto,70.27676%,20%,24C
27 02 23,13:03:07,sala,47%,34.90%,23.70C
27 02 23,13:03:07,cuarto,70.37515%,21%,24C
27 02 23,13:03:14,sala,47%,35.00%,23.70C
27 02 23,13:03:14,cuarto,70.57195%,21%,24C
27 02 23,13:03:22,sala,47%,35.00%,23.70C
27 02 23,13:03:22,cuarto,70.67036%,21%,24C
27 02 23,13:03:29,sala,47%,35.00%,23.70C
27 02 23,13:03:29,cuarto,70.37515%,21%,24C
27 02 23,13:03:36,sala,47%,35.10%,23.70C
27 02 23,13:03:36,cuarto,70.37515%,21%,24C
27 02 23,13:03:44,sala,47%,35.10%,23.60C
27 02 23,13:03:44,cuarto,70.27676%,22%,24C
27 02 23,13:03:51,sala,47%,35.20%,23.70C
27 02 23,13:03:51,cuarto,70.71956%,22%,24C
27 02 23,13:03:58,sala,47%,35.30%,23.70C
27 02 23,13:03:58,cuarto,70.71956%,22%,24C
27 02 23,13:04:05,sala,47%,35.20%,23.60C
27 02 23,13:04:05,cuarto,70.07995%,22%,24C
27 02 23,13:04:13,sala,47%,35.30%,23.70C
27 02 23,13:04:13,cuarto,70.47356%,22%,24C
27 02 23,13:04:20,sala,47%,35.30%,23.70C
27 02 23,13:04:20,cuarto,70.37515%,22%,24C
27 02 23,13:04:27,sala,47%,35.40%,23.70C
27 02 23,13:04:27,cuarto,70.12915%,22%,24C
27 02 23,13:04:35,sala,47%,35.40%,23.70C
27 02 23,13:04:35,cuarto,70.27676%,22%,24C
27 02 23,13:04:42,sala,47%,35.30%,23.70C
27 02 23,13:04:42,cuarto,70.52276%,22%,24C
27 02 23,13:04:49,sala,47%,35.20%,23.60C
27 02 23,13:04:49,cuarto,70.71956%,22%,24C
27 02 23,13:04:56,sala,47%,35.20%,23.60C
27 02 23,13:04:56,cuarto,70.37515%,22%,24C
27 02 23,13:05:04,sala,47%,35.20%,23.60C
27 02 23,13:05:04,cuarto,70.57195%,22%,24C
27 02 23,13:05:11,sala,47%,35.30%,23.70C
27 02 23,13:05:11,caro,70.32595%,22%,24C
27 02 23,13:05:33,sala,47%,35.40%,23.60C
27 02 23,13:05:33,cuarto,70.47356%,22%,24C
27 02 23,13:05:40,sala,47%,35.50%,23.70C
27 02 23,13:05:40,cuarto,70.81796%,22%,24C
27 02 23,13:05:47,sala,47%,35.50%,23.60C
27 02 23,13:05:47,cuarto,70.37515%,22%,24C
27 02 23,13:05:55,sala,47%,35.50%,23.70C
27 02 23,13:05:55,cuarto,70.76876%,22%,24C
27 02 23,13:06:02,sala,47%,35.30%,23.70C
27 02 23,13:06:02,cuarto,70.47356%,21%,24C
27 02 23,13:06:09,sala,47%,35.20%,23.60C
27 02 23,13:06:09,cuarto,70.57195%,20%,24C
27 02 23,13:06:16,sala,47%,35.20%,23.60C
27 02 23,13:06:16,cuarto,70.27676%,20%,24C
27 02 23,13:06:24,sala,47%,35.20%,23.60C
27 02 23,13:06:24,cuarto,70.67036%,20%,24C
27 02 23,13:06:31,sala,47%,35.20%,23.60C
27 02 23,13:06:31,cuarto,70.12915%,19%,24C
27 02 23,13:06:38,sala,47%,35.60%,23.70C
27 02 23,13:06:38,cuarto,70.52276%,19%,24C
27 02 23,13:06:45,sala,47%,35.40%,23.60C
27 02 23,13:06:45,cuarto,70.03076%,19%,24C
27 02 23,13:06:53,sala,47%,35.30%,23.60C
27 02 23,13:06:53,cuarto,70.57195%,19%,24C
27 02 23,13:07:00,sala,47%,35.20%,23.70C
27 02 23,13:07:00,cuarto,70.07995%,19%,24C
27 02 23,13:07:07,sala,47%,35.10%,23.70C
27 02 23,13:07:07,cuarto,70.57195%,19%,24C
27 02 23,13:07:15,sala,47%,35.10%,23.60C
27 02 23,13:07:15,cuarto,70.27676%,19%,24C
27 02 23,13:07:22,sala,47%,35.10%,23.70C
27 02 23,13:07:22,cuarto,70.03076%,19%,24C
27 02 23,13:07:29,sala,47%,35.10%,23.70C
27 02 23,13:07:29,cuarto,70.57195%,19%,24C
27 02 23,13:07:36,sala,47%,35.10%,23.60C
27 02 23,13:07:36,cuarto,70.22756%,19%,24C
27 02 23,13:07:44,sala,47%,35.20%,23.70C
27 02 23,13:07:44,cuarto,70.57195%,19%,24C
27 02 23,13:07:51,sala,47%,35.20%,23.70C
27 02 23,13:07:51,cuarto,70.03076%,20%,24C
27 02 23,13:07:58,sala,47%,35.10%,23.60C
27 02 23,13:07:58,cuarto,70.57195%,20%,24C
27 02 23,13:08:06,sala,47%,35.20%,23.70C
27 02 23,13:08:06,cuarto,70.57195%,21%,24C
27 02 23,13:08:13,sala,47%,36.10%,23.70C
27 02 23,13:08:13,cuarto,70.17835%,21%,24C
27 02 23,13:08:20,sala,47%,36.00%,23.70C
27 02 23,13:08:20,cuarto,69.98155%,21%,24C
27 02 23,13:08:27,sala,47%,35.70%,23.70C
27 02 23,13:08:27,cuarto,70.17835%,21%,24C
27 02 23,13:08:35,sala,47%,35.60%,23.70C
27 02 23,13:08:35,cuarto,70.47356%,21%,24C
27 02 23,13:08:42,sala,47%,35.60%,23.70C
27 02 23,13:08:42,cuarto,70.71956%,21%,24C
27 02 23,13:08:56,sala,47%,35.60%,23.70C
27 02 23,13:08:56,cuarto,70.12915%,21%,24C
27 02 23,13:09:04,sala,47%,35.60%,23.70C
27 02 23,13:09:04,cuarto,70.27676%,22%,24C
27 02 23,13:09:11,sala,47%,35.60%,23.70C
27 02 23,13:09:11,cuarto,70.17835%,22%,24C
27 02 23,13:09:18,sala,47%,35.70%,23.70C
27 02 23,13:09:18,cuarto,70.47356%,22%,24C
27 02 23,13:09:26,sala,47%,35.70%,23.70C
27 02 23,13:09:26,cuarto,70.17835%,22%,24C
